country_name,country_text_id,country_id,year,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem
Papua New Guinea,PNG,93.0,2019.0,0.453,0.348,0.278,0.266,0.255
Papua New Guinea,PNG,93.0,2020.0,0.455,0.354,0.278,0.283,0.252
Papua New Guinea,PNG,93.0,2021.0,0.455,0.352,0.278,0.279,0.253
Papua New Guinea,PNG,93.0,2022.0,0.469,0.372,0.286,0.286,0.269
Papua New Guinea,PNG,93.0,2023.0,0.475,0.383,0.289,0.289,0.277
Qatar,QAT,94.0,2016.0,0.041,0.091,0.022,0.093,0.113
Qatar,QAT,94.0,2017.0,0.041,0.088,0.02,0.093,0.11
Qatar,QAT,94.0,2018.0,0.042,0.09,0.019,0.093,0.119
Qatar,QAT,94.0,2019.0,0.04,0.084,0.02,0.093,0.12
Qatar,QAT,94.0,2020.0,0.039,0.086,0.017,0.093,0.115
Qatar,QAT,94.0,2021.0,0.089,0.084,0.021,0.106,0.107
Qatar,QAT,94.0,2022.0,0.087,0.084,0.017,0.105,0.105
Qatar,QAT,94.0,2023.0,0.087,0.085,0.016,0.105,0.105
Sierra Leone,SLE,95.0,2016.0,0.504,0.308,0.338,0.368,0.298
Sierra Leone,SLE,95.0,2017.0,0.503,0.333,0.338,0.442,0.308
Sierra Leone,SLE,95.0,2018.0,0.538,0.378,0.363,0.483,0.346
Sierra Leone,SLE,95.0,2019.0,0.542,0.382,0.366,0.484,0.35
Sierra Leone,SLE,95.0,2020.0,0.546,0.415,0.368,0.507,0.375
Sierra Leone,SLE,95.0,2021.0,0.547,0.423,0.37,0.506,0.395
Sierra Leone,SLE,95.0,2022.0,0.562,0.434,0.362,0.51,0.398
Sierra Leone,SLE,95.0,2023.0,0.497,0.384,0.323,0.459,0.351
Spain,ESP,96.0,2016.0,0.851,0.772,0.609,0.751,0.754
Spain,ESP,96.0,2017.0,0.84,0.761,0.593,0.738,0.736
Spain,ESP,96.0,2018.0,0.855,0.779,0.603,0.758,0.768
Spain,ESP,96.0,2019.0,0.874,0.807,0.624,0.772,0.78
Spain,ESP,96.0,2020.0,0.877,0.792,0.627,0.771,0.794
Spain,ESP,96.0,2021.0,0.851,0.776,0.602,0.743,0.754
Spain,ESP,96.0,2022.0,0.866,0.783,0.61,0.759,0.735
Spain,ESP,96.0,2023.0,0.843,0.757,0.594,0.706,0.719
Syria,SYR,97.0,2016.0,0.137,0.026,0.047,0.018,0.067
Syria,SYR,97.0,2017.0,0.138,0.027,0.046,0.021,0.073
Syria,SYR,97.0,2018.0,0.137,0.027,0.057,0.018,0.07
Syria,SYR,97.0,2019.0,0.138,0.027,0.049,0.019,0.062
Syria,SYR,97.0,2020.0,0.139,0.033,0.047,0.024,0.057
Syria,SYR,97.0,2021.0,0.138,0.036,0.047,0.023,0.057
Syria,SYR,97.0,2022.0,0.138,0.034,0.047,0.026,0.056
Syria,SYR,97.0,2023.0,0.146,0.054,0.049,0.027,0.058
Tunisia,TUN,98.0,2016.0,0.73,0.626,0.411,0.655,0.583
Tunisia,TUN,98.0,2017.0,0.733,0.644,0.411,0.661,0.588
Tunisia,TUN,98.0,2018.0,0.734,0.64,0.495,0.661,0.592
Tunisia,TUN,98.0,2019.0,0.724,0.631,0.485,0.651,0.582
Tunisia,TUN,98.0,2020.0,0.709,0.621,0.471,0.634,0.574
Tunisia,TUN,98.0,2021.0,0.535,0.468,0.353,0.459,0.453
Tunisia,TUN,98.0,2022.0,0.283,0.198,0.209,0.276,0.294
Tunisia,TUN,98.0,2023.0,0.472,0.301,0.298,0.382,0.402
Türkiye,TUR,99.0,2016.0,0.305,0.147,0.206,0.105,0.238
Türkiye,TUR,99.0,2017.0,0.291,0.105,0.196,0.109,0.235
Türkiye,TUR,99.0,2018.0,0.294,0.108,0.195,0.104,0.236
Türkiye,TUR,99.0,2019.0,0.29,0.113,0.191,0.104,0.228
Türkiye,TUR,99.0,2020.0,0.289,0.119,0.185,0.102,0.228
Türkiye,TUR,99.0,2021.0,0.288,0.119,0.175,0.097,0.227
Türkiye,TUR,99.0,2022.0,0.284,0.114,0.17,0.096,0.209
Türkiye,TUR,99.0,2023.0,0.287,0.113,0.168,0.096,0.204
Ukraine,UKR,100.0,2016.0,0.426,0.237,0.287,0.349,0.292
Ukraine,UKR,100.0,2017.0,0.421,0.239,0.276,0.351,0.288
Ukraine,UKR,100.0,2018.0,0.425,0.242,0.272,0.364,0.279
Ukraine,UKR,100.0,2019.0,0.524,0.317,0.326,0.456,0.361
Ukraine,UKR,100.0,2020.0,0.546,0.322,0.345,0.442,0.381
Ukraine,UKR,100.0,2021.0,0.533,0.321,0.33,0.441,0.378
Ukraine,UKR,100.0,2022.0,0.41,0.244,0.271,0.346,0.321
Ukraine,UKR,100.0,2023.0,0.415,0.249,0.278,0.345,0.307
United Kingdom,GBR,101.0,2016.0,0.856,0.788,0.632,0.726,0.728
United Kingdom,GBR,101.0,2017.0,0.864,0.8,0.638,0.733,0.748
United Kingdom,GBR,101.0,2018.0,0.875,0.811,0.646,0.744,0.74
United Kingdom,GBR,101.0,2019.0,0.857,0.79,0.627,0.724,0.716
United Kingdom,GBR,101.0,2020.0,0.874,0.804,0.646,0.755,0.742
United Kingdom,GBR,101.0,2021.0,0.864,0.786,0.633,0.773,0.712
United Kingdom,GBR,101.0,2022.0,0.843,0.764,0.601,0.729,0.702
United Kingdom,GBR,101.0,2023.0,0.852,0.772,0.609,0.725,0.704
Uruguay,URY,102.0,2016.0,0.899,0.835,0.747,0.829,0.8
Uruguay,URY,102.0,2017.0,0.894,0.836,0.74,0.825,0.794
Uruguay,URY,102.0,2018.0,0.9,0.841,0.735,0.838,0.798
Uruguay,URY,102.0,2019.0,0.899,0.84,0.736,0.842,0.802
Uruguay,URY,102.0,2020.0,0.87,0.812,0.701,0.758,0.761
Uruguay,URY,102.0,2021.0,0.859,0.796,0.679,0.742,0.733
Uruguay,URY,102.0,2022.0,0.824,0.754,0.657,0.702,0.68
Uruguay,URY,102.0,2023.0,0.845,0.77,0.671,0.719,0.705
Algeria,DZA,103.0,2016.0,0.308,0.163,0.111,0.224,0.262
Algeria,DZA,103.0,2017.0,0.307,0.158,0.108,0.234,0.264
Algeria,DZA,103.0,2018.0,0.309,0.162,0.117,0.22,0.255
Algeria,DZA,103.0,2019.0,0.292,0.148,0.105,0.2,0.256
Algeria,DZA,103.0,2020.0,0.279,0.149,0.112,0.196,0.256
Algeria,DZA,103.0,2021.0,0.281,0.137,0.11,0.188,0.262
Algeria,DZA,103.0,2022.0,0.27,0.12,0.105,0.181,0.254
Algeria,DZA,103.0,2023.0,0.27,0.121,0.104,0.168,0.256
Angola,AGO,104.0,2016.0,0.309,0.134,0.075,0.127,0.11
Angola,AGO,104.0,2017.0,0.323,0.15,0.078,0.132,0.123
Angola,AGO,104.0,2018.0,0.372,0.177,0.103,0.181,0.147
Angola,AGO,104.0,2019.0,0.366,0.184,0.102,0.202,0.155
Angola,AGO,104.0,2020.0,0.354,0.182,0.1,0.185,0.145
Angola,AGO,104.0,2021.0,0.343,0.169,0.09,0.166,0.141
Angola,AGO,104.0,2022.0,0.342,0.175,0.107,0.164,0.14
Angola,AGO,104.0,2023.0,0.349,0.173,0.11,0.179,0.149
Armenia,ARM,105.0,2016.0,0.356,0.209,0.226,0.23,0.288
Armenia,ARM,105.0,2017.0,0.386,0.224,0.256,0.268,0.303
Armenia,ARM,105.0,2018.0,0.529,0.408,0.351,0.454,0.449
Armenia,ARM,105.0,2019.0,0.8,0.631,0.565,0.669,0.681
Armenia,ARM,105.0,2020.0,0.784,0.584,0.515,0.624,0.649
Armenia,ARM,105.0,2021.0,0.729,0.541,0.462,0.582,0.61
Armenia,ARM,105.0,2022.0,0.651,0.446,0.412,0.496,0.552
Armenia,ARM,105.0,2023.0,0.634,0.422,0.338,0.462,0.518
Azerbaijan,AZE,106.0,2016.0,0.199,0.062,0.069,0.046,0.127
Azerbaijan,AZE,106.0,2017.0,0.2,0.068,0.072,0.065,0.129
Azerbaijan,AZE,106.0,2018.0,0.193,0.059,0.059,0.053,0.12
Azerbaijan,AZE,106.0,2019.0,0.194,0.065,0.061,0.044,0.122
Azerbaijan,AZE,106.0,2020.0,0.193,0.065,0.06,0.042,0.123
Azerbaijan,AZE,106.0,2021.0,0.193,0.066,0.058,0.054,0.119
Azerbaijan,AZE,106.0,2022.0,0.186,0.063,0.055,0.05,0.105
Azerbaijan,AZE,106.0,2023.0,0.188,0.064,0.052,0.053,0.124
Belarus,BLR,107.0,2016.0,0.258,0.109,0.098,0.099,0.283
Belarus,BLR,107.0,2017.0,0.255,0.11,0.101,0.1,0.28
Belarus,BLR,107.0,2018.0,0.255,0.112,0.1,0.1,0.271
Belarus,BLR,107.0,2019.0,0.259,0.112,0.099,0.101,0.275
Belarus,BLR,107.0,2020.0,0.21,0.047,0.085,0.045,0.244
Belarus,BLR,107.0,2021.0,0.174,0.036,0.061,0.038,0.223
Belarus,BLR,107.0,2022.0,0.174,0.038,0.062,0.032,0.227
Belarus,BLR,107.0,2023.0,0.157,0.036,0.058,0.026,0.217
Cameroon,CMR,108.0,2016.0,0.311,0.143,0.127,0.13,0.199
Cameroon,CMR,108.0,2017.0,0.302,0.137,0.113,0.12,0.203
Cameroon,CMR,108.0,2018.0,0.296,0.127,0.113,0.106,0.195
Cameroon,CMR,108.0,2019.0,0.287,0.122,0.11,0.109,0.193
Cameroon,CMR,108.0,2020.0,0.291,0.13,0.113,0.118,0.197
Cameroon,CMR,108.0,2021.0,0.292,0.129,0.117,0.106,0.19
Cameroon,CMR,108.0,2022.0,0.299,0.143,0.126,0.127,0.2
Cameroon,CMR,108.0,2023.0,0.298,0.131,0.118,0.112,0.198
Chad,TCD,109.0,2016.0,0.281,0.092,0.125,0.119,0.1
Chad,TCD,109.0,2017.0,0.269,0.086,0.129,0.115,0.102
Chad,TCD,109.0,2018.0,0.268,0.08,0.129,0.133,0.101
Chad,TCD,109.0,2019.0,0.273,0.089,0.129,0.135,0.102
Chad,TCD,109.0,2020.0,0.271,0.087,0.128,0.134,0.101
Chad,TCD,109.0,2021.0,0.167,0.049,0.109,0.106,0.075
Chad,TCD,109.0,2022.0,0.146,0.039,0.089,0.101,0.071
Chad,TCD,109.0,2023.0,0.148,0.047,0.105,0.102,0.071
China,CHN,110.0,2016.0,0.08,0.053,0.041,0.148,0.099
China,CHN,110.0,2017.0,0.078,0.05,0.04,0.14,0.099
China,CHN,110.0,2018.0,0.077,0.049,0.038,0.129,0.095
China,CHN,110.0,2019.0,0.075,0.048,0.039,0.119,0.094
China,CHN,110.0,2020.0,0.076,0.043,0.039,0.116,0.093
China,CHN,110.0,2021.0,0.077,0.044,0.038,0.116,0.096
China,CHN,110.0,2022.0,0.075,0.043,0.04,0.096,0.086
China,CHN,110.0,2023.0,0.074,0.037,0.036,0.103,0.085
Democratic Republic of the Congo,COD,111.0,2016.0,0.313,0.126,0.209,0.121,0.181
Democratic Republic of the Congo,COD,111.0,2017.0,0.314,0.12,0.208,0.133,0.181
Democratic Republic of the Congo,COD,111.0,2018.0,0.316,0.125,0.207,0.132,0.188
Democratic Republic of the Congo,COD,111.0,2019.0,0.349,0.145,0.216,0.269,0.205
Democratic Republic of the Congo,COD,111.0,2020.0,0.354,0.155,0.216,0.286,0.206
Democratic Republic of the Congo,COD,111.0,2021.0,0.347,0.147,0.199,0.271,0.188
Democratic Republic of the Congo,COD,111.0,2022.0,0.335,0.153,0.184,0.271,0.179
Democratic Republic of the Congo,COD,111.0,2023.0,0.317,0.122,0.172,0.249,0.158
Republic of the Congo,COG,112.0,2016.0,0.245,0.097,0.127,0.181,0.106
Republic of the Congo,COG,112.0,2017.0,0.247,0.098,0.18,0.181,0.106
Republic of the Congo,COG,112.0,2018.0,0.252,0.106,0.188,0.183,0.123
Republic of the Congo,COG,112.0,2019.0,0.24,0.095,0.183,0.187,0.128
Republic of the Congo,COG,112.0,2020.0,0.249,0.114,0.195,0.196,0.137
Republic of the Congo,COG,112.0,2021.0,0.247,0.111,0.194,0.195,0.136
Republic of the Congo,COG,112.0,2022.0,0.236,0.111,0.189,0.192,0.132
Republic of the Congo,COG,112.0,2023.0,0.245,0.119,0.193,0.201,0.131
Djibouti,DJI,113.0,2016.0,0.245,0.116,0.138,0.145,0.16
Djibouti,DJI,113.0,2017.0,0.248,0.112,0.138,0.146,0.162
Djibouti,DJI,113.0,2018.0,0.256,0.116,0.139,0.153,0.174
Djibouti,DJI,113.0,2019.0,0.255,0.121,0.138,0.148,0.18
Djibouti,DJI,113.0,2020.0,0.253,0.121,0.137,0.136,0.179
Djibouti,DJI,113.0,2021.0,0.253,0.122,0.138,0.149,0.188
Djibouti,DJI,113.0,2022.0,0.253,0.122,0.15,0.149,0.192
Djibouti,DJI,113.0,2023.0,0.253,0.122,0.15,0.149,0.191
Dominican Republic,DOM,114.0,2016.0,0.556,0.302,0.349,0.384,0.285
Dominican Republic,DOM,114.0,2017.0,0.544,0.291,0.341,0.365,0.279
Dominican Republic,DOM,114.0,2018.0,0.552,0.299,0.349,0.377,0.284
Dominican Republic,DOM,114.0,2019.0,0.549,0.3,0.361,0.381,0.281
Dominican Republic,DOM,114.0,2020.0,0.646,0.411,0.428,0.54,0.344
Dominican Republic,DOM,114.0,2021.0,0.688,0.458,0.462,0.599,0.384
Dominican Republic,DOM,114.0,2022.0,0.685,0.453,0.459,0.581,0.372
Dominican Republic,DOM,114.0,2023.0,0.685,0.438,0.445,0.572,0.376
Eritrea,ERI,115.0,2016.0,0.069,0.006,0.009,0.021,0.16
Eritrea,ERI,115.0,2017.0,0.068,0.007,0.009,0.021,0.166
Eritrea,ERI,115.0,2018.0,0.069,0.007,0.009,0.023,0.133
Eritrea,ERI,115.0,2019.0,0.07,0.009,0.009,0.027,0.131
Eritrea,ERI,115.0,2020.0,0.069,0.01,0.011,0.033,0.114
Eritrea,ERI,115.0,2021.0,0.072,0.011,0.01,0.032,0.112
Eritrea,ERI,115.0,2022.0,0.072,0.012,0.01,0.033,0.134
Eritrea,ERI,115.0,2023.0,0.068,0.01,0.011,0.032,0.117
Gabon,GAB,116.0,2016.0,0.379,0.23,0.27,0.329,0.295
Gabon,GAB,116.0,2017.0,0.395,0.236,0.278,0.304,0.298
Gabon,GAB,116.0,2018.0,0.388,0.216,0.271,0.284,0.296
Gabon,GAB,116.0,2019.0,0.386,0.207,0.27,0.278,0.271
Gabon,GAB,116.0,2020.0,0.376,0.202,0.265,0.295,0.301
Gabon,GAB,116.0,2021.0,0.376,0.203,0.257,0.295,0.296
Gabon,GAB,116.0,2022.0,0.37,0.206,0.251,0.283,0.278
Gabon,GAB,116.0,2023.0,0.293,0.175,0.216,0.208,0.24
The Gambia,GMB,117.0,2016.0,0.248,0.109,0.144,0.089,0.177
The Gambia,GMB,117.0,2017.0,0.502,0.396,0.309,0.349,0.341
The Gambia,GMB,117.0,2018.0,0.537,0.424,0.347,0.38,0.376
The Gambia,GMB,117.0,2019.0,0.522,0.422,0.336,0.383,0.369
The Gambia,GMB,117.0,2020.0,0.496,0.411,0.317,0.374,0.355
The Gambia,GMB,117.0,2021.0,0.506,0.42,0.327,0.388,0.351
The Gambia,GMB,117.0,2022.0,0.624,0.504,0.398,0.467,0.432
The Gambia,GMB,117.0,2023.0,0.641,0.517,0.413,0.48,0.448
Georgia,GEO,118.0,2016.0,0.693,0.527,0.453,0.551,0.557
Georgia,GEO,118.0,2017.0,0.69,0.518,0.449,0.554,0.563
Georgia,GEO,118.0,2018.0,0.676,0.534,0.442,0.53,0.548
Georgia,GEO,118.0,2019.0,0.635,0.496,0.409,0.509,0.523
Georgia,GEO,118.0,2020.0,0.629,0.487,0.397,0.511,0.515
Georgia,GEO,118.0,2021.0,0.635,0.484,0.394,0.516,0.506
Georgia,GEO,118.0,2022.0,0.633,0.488,0.39,0.519,0.503
Georgia,GEO,118.0,2023.0,0.604,0.473,0.367,0.492,0.482
Guinea-Bissau,GNB,119.0,2016.0,0.5,0.305,0.222,0.229,0.281
Guinea-Bissau,GNB,119.0,2017.0,0.497,0.31,0.22,0.236,0.278
Guinea-Bissau,GNB,119.0,2018.0,0.51,0.32,0.237,0.233,0.272
Guinea-Bissau,GNB,119.0,2019.0,0.526,0.334,0.24,0.26,0.279
Guinea-Bissau,GNB,119.0,2020.0,0.535,0.341,0.244,0.262,0.282
Guinea-Bissau,GNB,119.0,2021.0,0.536,0.333,0.245,0.264,0.308
Guinea-Bissau,GNB,119.0,2022.0,0.377,0.148,0.179,0.195,0.224
Guinea-Bissau,GNB,119.0,2023.0,0.421,0.233,0.197,0.22,0.239
Jamaica,JAM,120.0,2016.0,0.806,0.688,0.548,0.697,0.61
Jamaica,JAM,120.0,2017.0,0.816,0.704,0.558,0.702,0.627
Jamaica,JAM,120.0,2018.0,0.811,0.692,0.553,0.686,0.623
Jamaica,JAM,120.0,2019.0,0.812,0.706,0.549,0.688,0.648
Jamaica,JAM,120.0,2020.0,0.811,0.702,0.55,0.674,0.651
Jamaica,JAM,120.0,2021.0,0.806,0.695,0.532,0.647,0.665
Jamaica,JAM,120.0,2022.0,0.802,0.696,0.536,0.676,0.655
Jamaica,JAM,120.0,2023.0,0.798,0.678,0.521,0.651,0.664
Kazakhstan,KAZ,121.0,2016.0,0.244,0.117,0.077,0.102,0.189
Kazakhstan,KAZ,121.0,2017.0,0.234,0.113,0.07,0.097,0.19
Kazakhstan,KAZ,121.0,2018.0,0.236,0.111,0.077,0.091,0.184
Kazakhstan,KAZ,121.0,2019.0,0.239,0.114,0.077,0.129,0.19
Kazakhstan,KAZ,121.0,2020.0,0.243,0.118,0.078,0.129,0.203
Kazakhstan,KAZ,121.0,2021.0,0.255,0.125,0.092,0.135,0.202
Kazakhstan,KAZ,121.0,2022.0,0.273,0.137,0.113,0.172,0.22
Kazakhstan,KAZ,121.0,2023.0,0.284,0.144,0.129,0.175,0.224
Kyrgyzstan,KGZ,122.0,2016.0,0.451,0.308,0.275,0.386,0.311
Kyrgyzstan,KGZ,122.0,2017.0,0.453,0.309,0.276,0.371,0.315
Kyrgyzstan,KGZ,122.0,2018.0,0.469,0.336,0.277,0.381,0.325
Kyrgyzstan,KGZ,122.0,2019.0,0.445,0.321,0.259,0.277,0.308
Kyrgyzstan,KGZ,122.0,2020.0,0.387,0.257,0.226,0.244,0.276
Kyrgyzstan,KGZ,122.0,2021.0,0.416,0.27,0.235,0.261,0.281
Kyrgyzstan,KGZ,122.0,2022.0,0.382,0.242,0.2,0.234,0.268
Kyrgyzstan,KGZ,122.0,2023.0,0.358,0.199,0.186,0.176,0.252
Laos,LAO,123.0,2016.0,0.093,0.079,0.099,0.052,0.104
Laos,LAO,123.0,2017.0,0.125,0.088,0.105,0.067,0.106
Laos,LAO,123.0,2018.0,0.126,0.086,0.111,0.067,0.106
Laos,LAO,123.0,2019.0,0.128,0.101,0.102,0.066,0.121
Laos,LAO,123.0,2020.0,0.127,0.084,0.113,0.064,0.133
Laos,LAO,123.0,2021.0,0.134,0.097,0.124,0.06,0.12
Laos,LAO,123.0,2022.0,0.133,0.105,0.117,0.054,0.123
Laos,LAO,123.0,2023.0,0.132,0.095,0.117,0.059,0.129
Libya,LBY,124.0,2016.0,0.286,0.172,0.179,0.237,0.2
Libya,LBY,124.0,2017.0,0.275,0.167,0.166,0.231,0.186
Libya,LBY,124.0,2018.0,0.267,0.152,0.164,0.24,0.181
Libya,LBY,124.0,2019.0,0.264,0.148,0.163,0.234,0.181
Libya,LBY,124.0,2020.0,0.266,0.145,0.164,0.234,0.18
Libya,LBY,124.0,2021.0,0.216,0.126,0.158,0.214,0.14
Libya,LBY,124.0,2022.0,0.208,0.108,0.154,0.226,0.145
Libya,LBY,124.0,2023.0,0.194,0.103,0.148,0.22,0.147
Madagascar,MDG,125.0,2016.0,0.479,0.251,0.306,0.251,0.236
Madagascar,MDG,125.0,2017.0,0.476,0.252,0.304,0.263,0.235
Madagascar,MDG,125.0,2018.0,0.498,0.284,0.312,0.294,0.233
Madagascar,MDG,125.0,2019.0,0.495,0.258,0.298,0.311,0.219
Madagascar,MDG,125.0,2020.0,0.501,0.256,0.3,0.284,0.22
Madagascar,MDG,125.0,2021.0,0.497,0.249,0.296,0.28,0.211
Madagascar,MDG,125.0,2022.0,0.497,0.249,0.295,0.28,0.211
Madagascar,MDG,125.0,2023.0,0.474,0.241,0.278,0.258,0.205
Moldova,MDA,126.0,2016.0,0.53,0.432,0.351,0.365,0.4
Moldova,MDA,126.0,2017.0,0.505,0.4,0.325,0.333,0.368
Moldova,MDA,126.0,2018.0,0.501,0.391,0.323,0.319,0.365
Moldova,MDA,126.0,2019.0,0.584,0.443,0.384,0.397,0.423
Moldova,MDA,126.0,2020.0,0.654,0.524,0.45,0.463,0.493
Moldova,MDA,126.0,2021.0,0.758,0.626,0.537,0.649,0.607
Moldova,MDA,126.0,2022.0,0.763,0.65,0.541,0.697,0.616
Moldova,MDA,126.0,2023.0,0.713,0.608,0.504,0.645,0.576
Namibia,NAM,127.0,2016.0,0.722,0.592,0.451,0.567,0.489
Namibia,NAM,127.0,2017.0,0.718,0.578,0.44,0.562,0.486
Namibia,NAM,127.0,2018.0,0.692,0.564,0.425,0.517,0.422
Namibia,NAM,127.0,2019.0,0.659,0.519,0.392,0.491,0.387
Namibia,NAM,127.0,2020.0,0.646,0.525,0.388,0.478,0.381
Namibia,NAM,127.0,2021.0,0.637,0.516,0.385,0.463,0.346
Namibia,NAM,127.0,2022.0,0.645,0.511,0.392,0.467,0.332
Namibia,NAM,127.0,2023.0,0.646,0.519,0.365,0.473,0.335
Palestine/West Bank,PSE,128.0,2016.0,0.255,0.171,0.172,0.222,0.237
Palestine/West Bank,PSE,128.0,2017.0,0.263,0.179,0.174,0.237,0.258
Palestine/West Bank,PSE,128.0,2018.0,0.273,0.184,0.182,0.25,0.259
Palestine/West Bank,PSE,128.0,2019.0,0.28,0.198,0.191,0.25,0.263
Palestine/West Bank,PSE,128.0,2020.0,0.26,0.16,0.186,0.225,0.212
Palestine/West Bank,PSE,128.0,2021.0,0.257,0.143,0.17,0.147,0.193
Palestine/West Bank,PSE,128.0,2022.0,0.254,0.137,0.17,0.148,0.208
Palestine/West Bank,PSE,128.0,2023.0,0.254,0.138,0.158,0.146,0.22
Rwanda,RWA,129.0,2016.0,0.225,0.127,0.197,0.207,0.21
Rwanda,RWA,129.0,2017.0,0.223,0.116,0.196,0.21,0.204
Rwanda,RWA,129.0,2018.0,0.224,0.12,0.196,0.211,0.208
Rwanda,RWA,129.0,2019.0,0.228,0.12,0.187,0.217,0.21
Rwanda,RWA,129.0,2020.0,0.228,0.117,0.177,0.213,0.211
Rwanda,RWA,129.0,2021.0,0.227,0.11,0.166,0.214,0.203
Rwanda,RWA,129.0,2022.0,0.22,0.109,0.167,0.211,0.207
Rwanda,RWA,129.0,2023.0,0.214,0.096,0.145,0.194,0.183
Somalia,SOM,130.0,2016.0,0.169,0.111,0.091,0.163,0.074
Somalia,SOM,130.0,2017.0,0.175,0.123,0.094,0.17,0.075
Somalia,SOM,130.0,2018.0,0.158,0.105,0.081,0.161,0.068
Somalia,SOM,130.0,2019.0,0.152,0.101,0.078,0.171,0.073
Somalia,SOM,130.0,2020.0,0.16,0.104,0.086,0.175,0.071
Somalia,SOM,130.0,2021.0,0.167,0.111,0.088,0.173,0.091
Somalia,SOM,130.0,2022.0,0.163,0.115,0.088,0.172,0.089
Somalia,SOM,130.0,2023.0,0.172,0.136,0.086,0.219,0.097
Sri Lanka,LKA,131.0,2016.0,0.598,0.45,0.383,0.456,0.403
Sri Lanka,LKA,131.0,2017.0,0.59,0.444,0.38,0.471,0.398
Sri Lanka,LKA,131.0,2018.0,0.615,0.482,0.384,0.434,0.417
Sri Lanka,LKA,131.0,2019.0,0.565,0.434,0.343,0.382,0.396
Sri Lanka,LKA,131.0,2020.0,0.574,0.37,0.335,0.323,0.385
Sri Lanka,LKA,131.0,2021.0,0.577,0.395,0.344,0.324,0.382
Sri Lanka,LKA,131.0,2022.0,0.604,0.441,0.358,0.344,0.41
Sri Lanka,LKA,131.0,2023.0,0.58,0.421,0.355,0.384,0.39
Eswatini,SWZ,132.0,2016.0,0.13,0.098,0.124,0.086,0.093
Eswatini,SWZ,132.0,2017.0,0.132,0.101,0.125,0.087,0.096
Eswatini,SWZ,132.0,2018.0,0.13,0.114,0.12,0.103,0.085
Eswatini,SWZ,132.0,2019.0,0.134,0.112,0.116,0.07,0.079
Eswatini,SWZ,132.0,2020.0,0.132,0.113,0.112,0.076,0.082
Eswatini,SWZ,132.0,2021.0,0.119,0.094,0.109,0.052,0.074
Eswatini,SWZ,132.0,2022.0,0.118,0.093,0.078,0.036,0.067
Eswatini,SWZ,132.0,2023.0,0.124,0.094,0.077,0.053,0.068
Tajikistan,TJK,133.0,2016.0,0.173,0.041,0.053,0.052,0.083
Tajikistan,TJK,133.0,2017.0,0.17,0.044,0.058,0.046,0.075
Tajikistan,TJK,133.0,2018.0,0.165,0.049,0.054,0.038,0.075
Tajikistan,TJK,133.0,2019.0,0.165,0.043,0.055,0.043,0.071
Tajikistan,TJK,133.0,2020.0,0.172,0.044,0.059,0.054,0.07
Tajikistan,TJK,133.0,2021.0,0.176,0.042,0.056,0.055,0.074
Tajikistan,TJK,133.0,2022.0,0.166,0.041,0.055,0.06,0.072
Tajikistan,TJK,133.0,2023.0,0.168,0.041,0.059,0.057,0.071
Togo,TGO,134.0,2016.0,0.489,0.278,0.193,0.386,0.363
Togo,TGO,134.0,2017.0,0.462,0.254,0.172,0.344,0.348
Togo,TGO,134.0,2018.0,0.453,0.233,0.213,0.35,0.34
Togo,TGO,134.0,2019.0,0.412,0.214,0.249,0.333,0.329
Togo,TGO,134.0,2020.0,0.457,0.256,0.28,0.378,0.357
Togo,TGO,134.0,2021.0,0.423,0.234,0.266,0.356,0.31
Togo,TGO,134.0,2022.0,0.424,0.235,0.267,0.359,0.304
Togo,TGO,134.0,2023.0,0.416,0.215,0.242,0.336,0.297
Trinidad and Tobago,TTO,135.0,2016.0,0.759,0.648,0.485,0.674,0.606
Trinidad and Tobago,TTO,135.0,2017.0,0.75,0.642,0.481,0.675,0.6
Trinidad and Tobago,TTO,135.0,2018.0,0.746,0.634,0.478,0.666,0.593
Trinidad and Tobago,TTO,135.0,2019.0,0.745,0.641,0.476,0.674,0.601
Trinidad and Tobago,TTO,135.0,2020.0,0.756,0.639,0.477,0.683,0.608
Trinidad and Tobago,TTO,135.0,2021.0,0.766,0.645,0.488,0.696,0.611
Trinidad and Tobago,TTO,135.0,2022.0,0.753,0.635,0.484,0.681,0.609
Trinidad and Tobago,TTO,135.0,2023.0,0.753,0.635,0.484,0.681,0.605
Turkmenistan,TKM,136.0,2016.0,0.144,0.026,0.031,0.032,0.085
Turkmenistan,TKM,136.0,2017.0,0.148,0.028,0.031,0.038,0.078
Turkmenistan,TKM,136.0,2018.0,0.149,0.031,0.032,0.035,0.079
Turkmenistan,TKM,136.0,2019.0,0.15,0.037,0.032,0.037,0.084
Turkmenistan,TKM,136.0,2020.0,0.151,0.034,0.032,0.034,0.086
Turkmenistan,TKM,136.0,2021.0,0.15,0.036,0.032,0.03,0.085
Turkmenistan,TKM,136.0,2022.0,0.148,0.034,0.032,0.024,0.087
Turkmenistan,TKM,136.0,2023.0,0.15,0.036,0.03,0.024,0.092
Palestine/Gaza,PSG,138.0,2016.0,0.124,0.065,0.109,0.082,0.146
Palestine/Gaza,PSG,138.0,2017.0,0.125,0.06,0.113,0.062,0.141
Palestine/Gaza,PSG,138.0,2018.0,0.117,0.039,0.094,0.046,0.168
Palestine/Gaza,PSG,138.0,2019.0,0.12,0.073,0.105,0.037,0.146
