country_name,country_text_id,country_id,year,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem
Palestine/Gaza,PSG,138.0,2020.0,0.132,0.05,0.103,0.062,0.157
Palestine/Gaza,PSG,138.0,2021.0,0.131,0.054,0.111,0.065,0.158
Palestine/Gaza,PSG,138.0,2022.0,0.135,0.06,0.119,0.065,0.164
Palestine/Gaza,PSG,138.0,2023.0,0.136,0.07,0.107,0.065,0.169
Somaliland,SML,139.0,2016.0,0.406,0.244,0.248,0.272,0.164
Somaliland,SML,139.0,2017.0,0.419,0.252,0.253,0.259,0.166
Somaliland,SML,139.0,2018.0,0.394,0.239,0.24,0.249,0.163
Somaliland,SML,139.0,2019.0,0.391,0.234,0.236,0.247,0.157
Somaliland,SML,139.0,2020.0,0.394,0.231,0.238,0.248,0.162
Somaliland,SML,139.0,2021.0,0.406,0.244,0.243,0.254,0.169
Somaliland,SML,139.0,2022.0,0.413,0.242,0.25,0.258,0.162
Somaliland,SML,139.0,2023.0,0.404,0.247,0.247,0.248,0.165
Uzbekistan,UZB,140.0,2016.0,0.169,0.037,0.038,0.072,0.134
Uzbekistan,UZB,140.0,2017.0,0.192,0.052,0.047,0.154,0.142
Uzbekistan,UZB,140.0,2018.0,0.189,0.064,0.058,0.185,0.139
Uzbekistan,UZB,140.0,2019.0,0.204,0.077,0.055,0.184,0.152
Uzbekistan,UZB,140.0,2020.0,0.204,0.084,0.063,0.175,0.157
Uzbekistan,UZB,140.0,2021.0,0.205,0.079,0.063,0.161,0.153
Uzbekistan,UZB,140.0,2022.0,0.215,0.08,0.061,0.161,0.159
Uzbekistan,UZB,140.0,2023.0,0.215,0.081,0.073,0.154,0.155
Austria,AUT,144.0,2016.0,0.851,0.784,0.642,0.765,0.752
Austria,AUT,144.0,2017.0,0.853,0.786,0.644,0.743,0.753
Austria,AUT,144.0,2018.0,0.853,0.779,0.639,0.7,0.761
Austria,AUT,144.0,2019.0,0.862,0.792,0.631,0.725,0.769
Austria,AUT,144.0,2020.0,0.859,0.789,0.631,0.734,0.772
Austria,AUT,144.0,2021.0,0.851,0.783,0.61,0.72,0.759
Austria,AUT,144.0,2022.0,0.836,0.757,0.595,0.707,0.745
Austria,AUT,144.0,2023.0,0.844,0.773,0.595,0.71,0.748
Bahrain,BHR,146.0,2016.0,0.134,0.044,0.035,0.05,0.113
Bahrain,BHR,146.0,2017.0,0.125,0.042,0.033,0.047,0.115
Bahrain,BHR,146.0,2018.0,0.119,0.044,0.03,0.041,0.112
Bahrain,BHR,146.0,2019.0,0.121,0.052,0.035,0.039,0.11
Bahrain,BHR,146.0,2020.0,0.122,0.052,0.034,0.067,0.114
Bahrain,BHR,146.0,2021.0,0.125,0.054,0.034,0.068,0.114
Bahrain,BHR,146.0,2022.0,0.125,0.055,0.042,0.068,0.115
Bahrain,BHR,146.0,2023.0,0.129,0.054,0.043,0.068,0.115
Barbados,BRB,147.0,2016.0,0.776,0.664,0.336,0.666,0.623
Barbados,BRB,147.0,2017.0,0.774,0.657,0.337,0.595,0.611
Barbados,BRB,147.0,2018.0,0.775,0.653,0.337,0.674,0.62
Barbados,BRB,147.0,2019.0,0.787,0.665,0.34,0.687,0.636
Barbados,BRB,147.0,2020.0,0.8,0.679,0.352,0.704,0.657
Barbados,BRB,147.0,2021.0,0.789,0.671,0.347,0.691,0.656
Barbados,BRB,147.0,2022.0,0.795,0.677,0.345,0.705,0.662
Barbados,BRB,147.0,2023.0,0.796,0.678,0.345,0.698,0.663
Belgium,BEL,148.0,2016.0,0.902,0.84,0.647,0.815,0.835
Belgium,BEL,148.0,2017.0,0.901,0.838,0.646,0.811,0.835
Belgium,BEL,148.0,2018.0,0.901,0.838,0.646,0.809,0.837
Belgium,BEL,148.0,2019.0,0.9,0.839,0.644,0.811,0.836
Belgium,BEL,148.0,2020.0,0.894,0.825,0.638,0.82,0.827
Belgium,BEL,148.0,2021.0,0.895,0.826,0.639,0.819,0.828
Belgium,BEL,148.0,2022.0,0.895,0.834,0.64,0.813,0.828
Belgium,BEL,148.0,2023.0,0.895,0.814,0.64,0.813,0.828
Bosnia and Herzegovina,BIH,150.0,2016.0,0.55,0.369,0.326,0.362,0.387
Bosnia and Herzegovina,BIH,150.0,2017.0,0.544,0.367,0.318,0.368,0.384
Bosnia and Herzegovina,BIH,150.0,2018.0,0.519,0.348,0.302,0.345,0.37
Bosnia and Herzegovina,BIH,150.0,2019.0,0.521,0.35,0.309,0.363,0.366
Bosnia and Herzegovina,BIH,150.0,2020.0,0.523,0.343,0.314,0.332,0.365
Bosnia and Herzegovina,BIH,150.0,2021.0,0.512,0.34,0.308,0.323,0.362
Bosnia and Herzegovina,BIH,150.0,2022.0,0.52,0.35,0.313,0.331,0.359
Bosnia and Herzegovina,BIH,150.0,2023.0,0.512,0.346,0.307,0.372,0.362
Bulgaria,BGR,152.0,2016.0,0.671,0.567,0.498,0.547,0.518
Bulgaria,BGR,152.0,2017.0,0.629,0.53,0.461,0.489,0.48
Bulgaria,BGR,152.0,2018.0,0.617,0.517,0.455,0.486,0.473
Bulgaria,BGR,152.0,2019.0,0.611,0.51,0.449,0.478,0.459
Bulgaria,BGR,152.0,2020.0,0.608,0.502,0.449,0.497,0.442
Bulgaria,BGR,152.0,2021.0,0.672,0.555,0.488,0.562,0.494
Bulgaria,BGR,152.0,2022.0,0.692,0.616,0.489,0.595,0.551
Bulgaria,BGR,152.0,2023.0,0.666,0.588,0.468,0.595,0.52
Comoros,COM,153.0,2016.0,0.407,0.245,0.274,0.308,0.284
Comoros,COM,153.0,2017.0,0.397,0.191,0.271,0.269,0.281
Comoros,COM,153.0,2018.0,0.379,0.168,0.255,0.244,0.269
Comoros,COM,153.0,2019.0,0.32,0.115,0.22,0.217,0.247
Comoros,COM,153.0,2020.0,0.289,0.109,0.207,0.223,0.233
Comoros,COM,153.0,2021.0,0.29,0.108,0.207,0.203,0.229
Comoros,COM,153.0,2022.0,0.282,0.108,0.204,0.187,0.221
Comoros,COM,153.0,2023.0,0.275,0.106,0.201,0.185,0.219
Croatia,HRV,154.0,2016.0,0.764,0.652,0.541,0.547,0.608
Croatia,HRV,154.0,2017.0,0.735,0.623,0.52,0.571,0.577
Croatia,HRV,154.0,2018.0,0.735,0.619,0.524,0.556,0.592
Croatia,HRV,154.0,2019.0,0.742,0.623,0.522,0.551,0.583
Croatia,HRV,154.0,2020.0,0.768,0.656,0.535,0.582,0.611
Croatia,HRV,154.0,2021.0,0.756,0.647,0.52,0.553,0.594
Croatia,HRV,154.0,2022.0,0.736,0.649,0.504,0.553,0.574
Croatia,HRV,154.0,2023.0,0.733,0.639,0.498,0.531,0.576
Cuba,CUB,155.0,2016.0,0.17,0.058,0.07,0.083,0.233
Cuba,CUB,155.0,2017.0,0.17,0.06,0.07,0.082,0.231
Cuba,CUB,155.0,2018.0,0.178,0.062,0.074,0.104,0.23
Cuba,CUB,155.0,2019.0,0.181,0.063,0.085,0.103,0.244
Cuba,CUB,155.0,2020.0,0.179,0.061,0.085,0.104,0.245
Cuba,CUB,155.0,2021.0,0.179,0.058,0.085,0.102,0.245
Cuba,CUB,155.0,2022.0,0.179,0.058,0.085,0.102,0.237
Cuba,CUB,155.0,2023.0,0.176,0.058,0.082,0.102,0.233
Cyprus,CYP,156.0,2016.0,0.851,0.741,0.58,0.737,0.749
Cyprus,CYP,156.0,2017.0,0.838,0.731,0.566,0.7,0.738
Cyprus,CYP,156.0,2018.0,0.833,0.725,0.562,0.717,0.735
Cyprus,CYP,156.0,2019.0,0.838,0.715,0.566,0.711,0.737
Cyprus,CYP,156.0,2020.0,0.804,0.694,0.53,0.634,0.707
Cyprus,CYP,156.0,2021.0,0.798,0.652,0.522,0.65,0.698
Cyprus,CYP,156.0,2022.0,0.78,0.643,0.502,0.642,0.676
Cyprus,CYP,156.0,2023.0,0.774,0.636,0.497,0.647,0.668
Czechia,CZE,157.0,2016.0,0.86,0.773,0.58,0.734,0.779
Czechia,CZE,157.0,2017.0,0.839,0.737,0.568,0.693,0.746
Czechia,CZE,157.0,2018.0,0.82,0.719,0.545,0.674,0.726
Czechia,CZE,157.0,2019.0,0.809,0.712,0.533,0.635,0.714
Czechia,CZE,157.0,2020.0,0.82,0.721,0.54,0.65,0.727
Czechia,CZE,157.0,2021.0,0.797,0.71,0.524,0.628,0.705
Czechia,CZE,157.0,2022.0,0.857,0.789,0.567,0.75,0.774
Czechia,CZE,157.0,2023.0,0.871,0.805,0.578,0.768,0.788
Denmark,DNK,158.0,2016.0,0.918,0.892,0.708,0.878,0.879
Denmark,DNK,158.0,2017.0,0.918,0.889,0.708,0.879,0.876
Denmark,DNK,158.0,2018.0,0.918,0.889,0.708,0.875,0.88
Denmark,DNK,158.0,2019.0,0.914,0.884,0.702,0.873,0.876
Denmark,DNK,158.0,2020.0,0.915,0.883,0.701,0.879,0.877
Denmark,DNK,158.0,2021.0,0.915,0.882,0.696,0.876,0.877
Denmark,DNK,158.0,2022.0,0.915,0.887,0.704,0.876,0.877
Denmark,DNK,158.0,2023.0,0.915,0.883,0.704,0.873,0.877
Equatorial Guinea,GNQ,160.0,2016.0,0.181,0.054,0.054,0.064,0.105
Equatorial Guinea,GNQ,160.0,2017.0,0.176,0.053,0.052,0.062,0.109
Equatorial Guinea,GNQ,160.0,2018.0,0.177,0.056,0.051,0.062,0.11
Equatorial Guinea,GNQ,160.0,2019.0,0.179,0.056,0.05,0.054,0.118
Equatorial Guinea,GNQ,160.0,2020.0,0.176,0.053,0.052,0.045,0.114
Equatorial Guinea,GNQ,160.0,2021.0,0.174,0.054,0.051,0.045,0.113
Equatorial Guinea,GNQ,160.0,2022.0,0.174,0.052,0.049,0.045,0.108
Equatorial Guinea,GNQ,160.0,2023.0,0.183,0.057,0.05,0.047,0.11
Estonia,EST,161.0,2016.0,0.907,0.859,0.649,0.844,0.805
Estonia,EST,161.0,2017.0,0.906,0.859,0.646,0.84,0.803
Estonia,EST,161.0,2018.0,0.906,0.861,0.651,0.836,0.805
Estonia,EST,161.0,2019.0,0.895,0.845,0.639,0.783,0.794
Estonia,EST,161.0,2020.0,0.896,0.842,0.635,0.718,0.798
Estonia,EST,161.0,2021.0,0.897,0.848,0.635,0.809,0.8
Estonia,EST,161.0,2022.0,0.895,0.851,0.631,0.787,0.799
Estonia,EST,161.0,2023.0,0.895,0.845,0.632,0.774,0.797
Fiji,FJI,162.0,2016.0,0.404,0.28,0.198,0.29,0.301
Fiji,FJI,162.0,2017.0,0.406,0.286,0.204,0.292,0.298
Fiji,FJI,162.0,2018.0,0.41,0.286,0.2,0.298,0.306
Fiji,FJI,162.0,2019.0,0.399,0.27,0.184,0.287,0.295
Fiji,FJI,162.0,2020.0,0.409,0.272,0.197,0.288,0.302
Fiji,FJI,162.0,2021.0,0.4,0.271,0.205,0.297,0.28
Fiji,FJI,162.0,2022.0,0.399,0.266,0.215,0.294,0.275
Fiji,FJI,162.0,2023.0,0.504,0.41,0.262,0.408,0.349
Finland,FIN,163.0,2016.0,0.863,0.821,0.606,0.792,0.803
Finland,FIN,163.0,2017.0,0.866,0.829,0.61,0.796,0.799
Finland,FIN,163.0,2018.0,0.877,0.843,0.619,0.808,0.804
Finland,FIN,163.0,2019.0,0.876,0.839,0.623,0.811,0.801
Finland,FIN,163.0,2020.0,0.874,0.838,0.621,0.809,0.795
Finland,FIN,163.0,2021.0,0.871,0.834,0.618,0.807,0.785
Finland,FIN,163.0,2022.0,0.87,0.832,0.619,0.809,0.783
Finland,FIN,163.0,2023.0,0.86,0.82,0.602,0.796,0.768
Greece,GRC,164.0,2016.0,0.877,0.784,0.641,0.76,0.779
Greece,GRC,164.0,2017.0,0.875,0.781,0.64,0.759,0.784
Greece,GRC,164.0,2018.0,0.866,0.775,0.63,0.741,0.757
Greece,GRC,164.0,2019.0,0.868,0.77,0.634,0.792,0.741
Greece,GRC,164.0,2020.0,0.809,0.693,0.579,0.719,0.686
Greece,GRC,164.0,2021.0,0.771,0.644,0.541,0.681,0.655
Greece,GRC,164.0,2022.0,0.771,0.606,0.537,0.681,0.651
Greece,GRC,164.0,2023.0,0.751,0.582,0.518,0.645,0.626
Guyana,GUY,166.0,2016.0,0.664,0.466,0.411,0.403,0.478
Guyana,GUY,166.0,2017.0,0.668,0.468,0.412,0.418,0.495
Guyana,GUY,166.0,2018.0,0.669,0.459,0.41,0.461,0.498
Guyana,GUY,166.0,2019.0,0.65,0.443,0.392,0.465,0.481
Guyana,GUY,166.0,2020.0,0.567,0.401,0.341,0.37,0.416
Guyana,GUY,166.0,2021.0,0.531,0.364,0.321,0.258,0.384
Guyana,GUY,166.0,2022.0,0.518,0.356,0.307,0.251,0.369
Guyana,GUY,166.0,2023.0,0.512,0.332,0.303,0.25,0.377
Hong Kong,HKG,167.0,2016.0,0.335,0.293,0.127,0.279,0.294
Hong Kong,HKG,167.0,2017.0,0.326,0.287,0.123,0.272,0.292
Hong Kong,HKG,167.0,2018.0,0.32,0.277,0.119,0.252,0.29
Hong Kong,HKG,167.0,2019.0,0.302,0.266,0.113,0.171,0.281
Hong Kong,HKG,167.0,2020.0,0.27,0.208,0.094,0.099,0.258
Hong Kong,HKG,167.0,2021.0,0.213,0.163,0.068,0.066,0.236
Hong Kong,HKG,167.0,2022.0,0.166,0.136,0.054,0.057,0.218
Hong Kong,HKG,167.0,2023.0,0.154,0.124,0.05,0.061,0.212
Iceland,ISL,168.0,2016.0,0.865,0.78,0.644,0.73,0.799
Iceland,ISL,168.0,2017.0,0.865,0.783,0.642,0.754,0.797
Iceland,ISL,168.0,2018.0,0.88,0.798,0.656,0.779,0.812
Iceland,ISL,168.0,2019.0,0.856,0.779,0.635,0.785,0.776
Iceland,ISL,168.0,2020.0,0.857,0.777,0.635,0.785,0.775
Iceland,ISL,168.0,2021.0,0.836,0.744,0.615,0.729,0.753
Iceland,ISL,168.0,2022.0,0.822,0.733,0.6,0.717,0.738
Iceland,ISL,168.0,2023.0,0.834,0.744,0.594,0.711,0.726
Israel,ISR,169.0,2016.0,0.733,0.652,0.473,0.595,0.602
Israel,ISR,169.0,2017.0,0.719,0.638,0.462,0.583,0.582
Israel,ISR,169.0,2018.0,0.705,0.627,0.454,0.57,0.571
Israel,ISR,169.0,2019.0,0.713,0.627,0.462,0.574,0.574
Israel,ISR,169.0,2020.0,0.729,0.645,0.465,0.59,0.591
Israel,ISR,169.0,2021.0,0.739,0.657,0.49,0.604,0.604
Israel,ISR,169.0,2022.0,0.727,0.656,0.477,0.639,0.594
Israel,ISR,169.0,2023.0,0.723,0.634,0.478,0.558,0.562
Kuwait,KWT,171.0,2016.0,0.318,0.289,0.111,0.31,0.257
Kuwait,KWT,171.0,2017.0,0.33,0.297,0.104,0.304,0.262
Kuwait,KWT,171.0,2018.0,0.322,0.293,0.094,0.303,0.254
Kuwait,KWT,171.0,2019.0,0.329,0.296,0.102,0.298,0.254
Kuwait,KWT,171.0,2020.0,0.325,0.291,0.101,0.298,0.252
Kuwait,KWT,171.0,2021.0,0.313,0.284,0.091,0.257,0.239
Kuwait,KWT,171.0,2022.0,0.312,0.296,0.101,0.275,0.238
Kuwait,KWT,171.0,2023.0,0.333,0.313,0.107,0.265,0.24
Lithuania,LTU,173.0,2016.0,0.824,0.769,0.615,0.681,0.731
Lithuania,LTU,173.0,2017.0,0.806,0.75,0.603,0.653,0.699
Lithuania,LTU,173.0,2018.0,0.817,0.754,0.614,0.62,0.699
Lithuania,LTU,173.0,2019.0,0.82,0.755,0.63,0.673,0.705
Lithuania,LTU,173.0,2020.0,0.81,0.755,0.612,0.681,0.703
Lithuania,LTU,173.0,2021.0,0.8,0.739,0.593,0.66,0.691
Lithuania,LTU,173.0,2022.0,0.8,0.741,0.593,0.66,0.687
Lithuania,LTU,173.0,2023.0,0.798,0.735,0.585,0.661,0.691
Luxembourg,LUX,174.0,2016.0,0.878,0.795,0.642,0.833,0.826
Luxembourg,LUX,174.0,2017.0,0.878,0.795,0.642,0.833,0.826
Luxembourg,LUX,174.0,2018.0,0.879,0.797,0.635,0.833,0.828
Luxembourg,LUX,174.0,2019.0,0.88,0.798,0.641,0.835,0.829
Luxembourg,LUX,174.0,2020.0,0.88,0.791,0.628,0.838,0.819
Luxembourg,LUX,174.0,2021.0,0.88,0.79,0.627,0.84,0.82
Luxembourg,LUX,174.0,2022.0,0.88,0.794,0.586,0.84,0.821
Luxembourg,LUX,174.0,2023.0,0.878,0.798,0.58,0.841,0.816
North Macedonia,MKD,176.0,2016.0,0.449,0.277,0.293,0.269,0.314
North Macedonia,MKD,176.0,2017.0,0.549,0.385,0.365,0.43,0.373
North Macedonia,MKD,176.0,2018.0,0.576,0.391,0.397,0.449,0.405
North Macedonia,MKD,176.0,2019.0,0.603,0.416,0.412,0.45,0.416
North Macedonia,MKD,176.0,2020.0,0.595,0.405,0.406,0.444,0.403
North Macedonia,MKD,176.0,2021.0,0.585,0.392,0.4,0.429,0.386
North Macedonia,MKD,176.0,2022.0,0.557,0.371,0.372,0.382,0.363
North Macedonia,MKD,176.0,2023.0,0.56,0.359,0.371,0.386,0.366
Malaysia,MYS,177.0,2016.0,0.329,0.205,0.234,0.254,0.233
Malaysia,MYS,177.0,2017.0,0.335,0.205,0.226,0.26,0.234
Malaysia,MYS,177.0,2018.0,0.441,0.316,0.277,0.338,0.332
Malaysia,MYS,177.0,2019.0,0.475,0.339,0.298,0.362,0.353
Malaysia,MYS,177.0,2020.0,0.425,0.305,0.272,0.302,0.327
Malaysia,MYS,177.0,2021.0,0.426,0.299,0.271,0.307,0.323
Malaysia,MYS,177.0,2022.0,0.456,0.316,0.274,0.332,0.35
Malaysia,MYS,177.0,2023.0,0.506,0.359,0.307,0.357,0.388
Malta,MLT,178.0,2016.0,0.778,0.585,0.578,0.632,0.669
Malta,MLT,178.0,2017.0,0.767,0.567,0.568,0.622,0.658
Malta,MLT,178.0,2018.0,0.76,0.56,0.56,0.615,0.651
Malta,MLT,178.0,2019.0,0.767,0.58,0.566,0.623,0.651
Malta,MLT,178.0,2020.0,0.767,0.626,0.554,0.607,0.674
Malta,MLT,178.0,2021.0,0.775,0.633,0.557,0.629,0.684
Malta,MLT,178.0,2022.0,0.779,0.637,0.556,0.634,0.689
Malta,MLT,178.0,2023.0,0.779,0.64,0.549,0.635,0.686
Mauritius,MUS,180.0,2016.0,0.741,0.631,0.47,0.606,0.61
Mauritius,MUS,180.0,2017.0,0.74,0.628,0.475,0.627,0.61
Mauritius,MUS,180.0,2018.0,0.745,0.631,0.473,0.633,0.608
Mauritius,MUS,180.0,2019.0,0.696,0.593,0.444,0.571,0.573
Mauritius,MUS,180.0,2020.0,0.547,0.444,0.346,0.454,0.431
Mauritius,MUS,180.0,2021.0,0.528,0.42,0.335,0.436,0.411
Mauritius,MUS,180.0,2022.0,0.504,0.376,0.32,0.42,0.394
Mauritius,MUS,180.0,2023.0,0.479,0.36,0.308,0.403,0.372
Montenegro,MNE,183.0,2016.0,0.466,0.37,0.309,0.387,0.376
Montenegro,MNE,183.0,2017.0,0.459,0.364,0.308,0.362,0.366
Montenegro,MNE,183.0,2018.0,0.466,0.363,0.305,0.361,0.379
Montenegro,MNE,183.0,2019.0,0.459,0.357,0.302,0.359,0.357
Montenegro,MNE,183.0,2020.0,0.481,0.382,0.313,0.409,0.401
Montenegro,MNE,183.0,2021.0,0.509,0.415,0.308,0.427,0.417
Montenegro,MNE,183.0,2022.0,0.504,0.405,0.302,0.392,0.406
Montenegro,MNE,183.0,2023.0,0.581,0.467,0.363,0.454,0.459
New Zealand,NZL,185.0,2016.0,0.889,0.837,0.691,0.763,0.789
New Zealand,NZL,185.0,2017.0,0.886,0.833,0.698,0.76,0.79
New Zealand,NZL,185.0,2018.0,0.897,0.844,0.701,0.771,0.798
New Zealand,NZL,185.0,2019.0,0.894,0.842,0.694,0.77,0.792
New Zealand,NZL,185.0,2020.0,0.89,0.836,0.687,0.762,0.786
New Zealand,NZL,185.0,2021.0,0.883,0.825,0.677,0.749,0.777
New Zealand,NZL,185.0,2022.0,0.885,0.829,0.669,0.776,0.779
New Zealand,NZL,185.0,2023.0,0.886,0.831,0.667,0.748,0.775
Norway,NOR,186.0,2016.0,0.895,0.864,0.646,0.867,0.85
Norway,NOR,186.0,2017.0,0.891,0.86,0.644,0.863,0.847
Norway,NOR,186.0,2018.0,0.884,0.849,0.637,0.855,0.843
Norway,NOR,186.0,2019.0,0.889,0.852,0.637,0.86,0.849
Norway,NOR,186.0,2020.0,0.88,0.831,0.634,0.852,0.831
Norway,NOR,186.0,2021.0,0.886,0.836,0.638,0.857,0.838
Norway,NOR,186.0,2022.0,0.886,0.835,0.637,0.857,0.836
Norway,NOR,186.0,2023.0,0.886,0.836,0.637,0.858,0.836
Oman,OMN,187.0,2016.0,0.175,0.139,0.123,0.073,0.183
Oman,OMN,187.0,2017.0,0.175,0.139,0.123,0.068,0.188
Oman,OMN,187.0,2018.0,0.177,0.14,0.123,0.069,0.188
Oman,OMN,187.0,2019.0,0.176,0.14,0.126,0.069,0.186
Oman,OMN,187.0,2020.0,0.173,0.136,0.122,0.063,0.185
Oman,OMN,187.0,2021.0,0.173,0.138,0.123,0.066,0.185
Oman,OMN,187.0,2022.0,0.168,0.137,0.119,0.066,0.184
Oman,OMN,187.0,2023.0,0.17,0.137,0.123,0.071,0.178
Paraguay,PRY,189.0,2016.0,0.583,0.415,0.371,0.32,0.229
Paraguay,PRY,189.0,2017.0,0.591,0.419,0.368,0.327,0.244
Paraguay,PRY,189.0,2018.0,0.584,0.416,0.366,0.353,0.238
Paraguay,PRY,189.0,2019.0,0.587,0.423,0.366,0.377,0.241
Paraguay,PRY,189.0,2020.0,0.583,0.423,0.357,0.359,0.242
Paraguay,PRY,189.0,2021.0,0.583,0.431,0.356,0.359,0.249
Paraguay,PRY,189.0,2022.0,0.583,0.432,0.352,0.348,0.248
Paraguay,PRY,189.0,2023.0,0.579,0.426,0.35,0.332,0.25
Romania,ROU,190.0,2016.0,0.732,0.622,0.505,0.645,0.573
Romania,ROU,190.0,2017.0,0.695,0.531,0.455,0.342,0.524
Romania,ROU,190.0,2018.0,0.69,0.487,0.477,0.322,0.511
Romania,ROU,190.0,2019.0,0.745,0.554,0.555,0.385,0.556
Romania,ROU,190.0,2020.0,0.801,0.663,0.606,0.476,0.6
Romania,ROU,190.0,2021.0,0.77,0.611,0.582,0.553,0.555
Romania,ROU,190.0,2022.0,0.689,0.541,0.5,0.348,0.484
Romania,ROU,190.0,2023.0,0.669,0.501,0.468,0.31,0.477
Sao Tome and Principe,STP,196.0,2016.0,0.682,0.569,0.419,0.519,0.484
Sao Tome and Principe,STP,196.0,2017.0,0.671,0.556,0.416,0.505,0.476
Sao Tome and Principe,STP,196.0,2018.0,0.674,0.549,0.42,0.507,0.475
Sao Tome and Principe,STP,196.0,2019.0,0.703,0.583,0.443,0.533,0.491
Sao Tome and Principe,STP,196.0,2020.0,0.693,0.584,0.434,0.498,0.493
Sao Tome and Principe,STP,196.0,2021.0,0.69,0.582,0.433,0.489,0.49
Sao Tome and Principe,STP,196.0,2022.0,0.679,0.566,0.424,0.481,0.479
Sao Tome and Principe,STP,196.0,2023.0,0.675,0.563,0.42,0.478,0.478
Saudi Arabia,SAU,197.0,2016.0,0.015,0.046,0.026,0.052,0.105
Saudi Arabia,SAU,197.0,2017.0,0.014,0.046,0.026,0.044,0.109
Saudi Arabia,SAU,197.0,2018.0,0.015,0.045,0.026,0.044,0.109
Saudi Arabia,SAU,197.0,2019.0,0.015,0.047,0.022,0.047,0.11
Saudi Arabia,SAU,197.0,2020.0,0.014,0.046,0.021,0.067,0.106
Saudi Arabia,SAU,197.0,2021.0,0.015,0.046,0.021,0.056,0.107
Saudi Arabia,SAU,197.0,2022.0,0.015,0.046,0.025,0.062,0.104
Saudi Arabia,SAU,197.0,2023.0,0.015,0.046,0.022,0.062,0.112
Serbia,SRB,198.0,2016.0,0.416,0.327,0.278,0.281,0.336
Serbia,SRB,198.0,2017.0,0.378,0.296,0.251,0.266,0.308
Serbia,SRB,198.0,2018.0,0.359,0.286,0.238,0.243,0.306
Serbia,SRB,198.0,2019.0,0.368,0.287,0.245,0.222,0.316
Serbia,SRB,198.0,2020.0,0.354,0.247,0.237,0.196,0.307
Serbia,SRB,198.0,2021.0,0.34,0.239,0.23,0.186,0.3
Serbia,SRB,198.0,2022.0,0.36,0.262,0.244,0.225,0.316
Serbia,SRB,198.0,2023.0,0.364,0.253,0.244,0.22,0.312
Seychelles,SYC,199.0,2016.0,0.592,0.498,0.24,0.484,0.472
Seychelles,SYC,199.0,2017.0,0.609,0.518,0.248,0.506,0.487
Seychelles,SYC,199.0,2018.0,0.611,0.529,0.248,0.517,0.496
Seychelles,SYC,199.0,2019.0,0.623,0.537,0.265,0.524,0.506
Seychelles,SYC,199.0,2020.0,0.668,0.579,0.272,0.575,0.54
Seychelles,SYC,199.0,2021.0,0.712,0.64,0.299,0.639,0.577
Seychelles,SYC,199.0,2022.0,0.759,0.672,0.322,0.687,0.634
Seychelles,SYC,199.0,2023.0,0.743,0.659,0.314,0.68,0.617
Singapore,SGP,200.0,2016.0,0.432,0.337,0.111,0.368,0.38
Singapore,SGP,200.0,2017.0,0.428,0.344,0.119,0.36,0.357
Singapore,SGP,200.0,2018.0,0.415,0.337,0.116,0.352,0.352
Singapore,SGP,200.0,2019.0,0.411,0.333,0.117,0.349,0.348
Singapore,SGP,200.0,2020.0,0.401,0.327,0.1,0.346,0.353
Singapore,SGP,200.0,2021.0,0.402,0.33,0.113,0.347,0.353
Singapore,SGP,200.0,2022.0,0.398,0.324,0.112,0.339,0.351
Singapore,SGP,200.0,2023.0,0.403,0.331,0.108,0.327,0.357
Slovakia,SVK,201.0,2016.0,0.841,0.732,0.637,0.645,0.677
Slovakia,SVK,201.0,2017.0,0.841,0.73,0.627,0.642,0.669
Slovakia,SVK,201.0,2018.0,0.82,0.708,0.606,0.637,0.648
Slovakia,SVK,201.0,2019.0,0.846,0.746,0.626,0.668,0.676
Slovakia,SVK,201.0,2020.0,0.851,0.766,0.625,0.68,0.669
Slovakia,SVK,201.0,2021.0,0.851,0.766,0.617,0.684,0.681
Slovakia,SVK,201.0,2022.0,0.842,0.766,0.606,0.605,0.689
Slovakia,SVK,201.0,2023.0,0.823,0.739,0.601,0.537,0.665
Slovenia,SVN,202.0,2016.0,0.862,0.795,0.666,0.788,0.775
Slovenia,SVN,202.0,2017.0,0.843,0.774,0.636,0.746,0.75
Slovenia,SVN,202.0,2018.0,0.832,0.761,0.622,0.746,0.738
Slovenia,SVN,202.0,2019.0,0.811,0.743,0.605,0.706,0.715
Slovenia,SVN,202.0,2020.0,0.761,0.672,0.547,0.593,0.62
Slovenia,SVN,202.0,2021.0,0.716,0.626,0.51,0.54,0.582
Slovenia,SVN,202.0,2022.0,0.812,0.729,0.59,0.707,0.705
Slovenia,SVN,202.0,2023.0,0.758,0.653,0.564,0.647,0.661
Solomon Islands,SLB,203.0,2016.0,0.576,0.446,0.323,0.351,0.316
Solomon Islands,SLB,203.0,2017.0,0.589,0.458,0.334,0.357,0.325
Solomon Islands,SLB,203.0,2018.0,0.593,0.463,0.339,0.353,0.332
Solomon Islands,SLB,203.0,2019.0,0.619,0.478,0.366,0.323,0.339
Solomon Islands,SLB,203.0,2020.0,0.614,0.46,0.358,0.358,0.34
Solomon Islands,SLB,203.0,2021.0,0.614,0.466,0.357,0.34,0.34
Solomon Islands,SLB,203.0,2022.0,0.614,0.472,0.358,0.349,0.35
Solomon Islands,SLB,203.0,2023.0,0.619,0.481,0.36,0.353,0.364
Vanuatu,VUT,206.0,2016.0,0.755,0.653,0.467,0.609,0.608
